Active,For Launch,System,Item ID,Category,Item Name,Name Translation,Description Translation,Rarity,Icon ID,Collection,Coin Price,Premium Price,Dollar Price,Override,Source,Gearbox Pool,In Daily,In Weekly,In Static,Status,Description
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
